Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,SubCategory,Product Name,Sales,Quantity,Discount,Profit,Price,Total Sales
ae33f092,2024-07-03,2023-02-22,Second Class,50adf1,Joel Sherman,Home Office,West,Technology,Storage,Real Score,78.53,3,0.49,150.87,26.17666667,40.0503
79391c5a,2023-12-07,2023-05-01,Second Class,76f850,Janet Wolfe,Home Office,East,Office Supplies,Tables,Difference Well,97.75,5,0.17,114.26,19.55,81.1325
402a5ad0,2023-04-28,2023-03-20,Standard Class,37c425,Nathaniel Hunt,Home Office,East,Technology,Tables,Certain Represent,490.14,3,0.4,165.72,163.38,294.084
e112b1f8,2023-03-04,2024-07-05,Same Day,c4aece,Tiffany Navarro,Home Office,Central,Technology,Chairs,It Front,399.71,4,0.25,21.6,99.9275,299.7825
ee9f3c8d,2023-07-06,2023-04-25,Standard Class,fc50de,Deborah Smith,Home Office,West,Technology,Binders,At Win,429.09,8,0.22,162.79,53.63625,334.6902
e53f499b,2023-12-07,2023-10-19,Second Class,5f22fb,Samantha May,Consumer,West,Furniture,Tables,Girl Name,86.29,7,0.08,100.84,12.32714286,79.3868
cf941ad8,2024-07-11,2023-04-13,Second Class,52334f,Janice Huber,Corporate,East,Furniture,Binders,Situation Whose,275.01,7,0.39,127.31,39.28714286,167.7561
107e3c59,2023-02-23,2024-04-13,Second Class,894674,Bethany Rivers,Consumer,Central,Office Supplies,Tables,Nothing Week,374.71,4,0.13,195.67,93.6775,325.9977
68a99305,2023-12-17,2023-09-14,Same Day,12290e,Michael Hoover,Consumer,South,Technology,Storage,Laugh Food,288.83,10,0.14,192.25,28.883,248.3938
f098fbc5,2023-07-28,2024-10-21,Second Class,daddde,Danielle Norton,Consumer,West,Furniture,Phones,Page Stay,34.42,9,0.23,62.79,3.824444444,26.5034
42ca236e,2024-10-19,2023-11-28,Same Day,e94a41,Denise Johnson,Home Office,South,Office Supplies,Paper,Administration Fine,320.31,8,0.2,154.26,40.03875,256.248
9b476f6a,2023-12-07,2025-02-05,Second Class,791fd2,Miguel Lee,Consumer,South,Technology,Storage,Pressure Green,119.63,7,0.28,157.43,17.09,86.1336
c54bb93c,2024-04-09,2025-02-08,Standard Class,78f810,Corey Brown,Consumer,East,Technology,Paper,Investment Money,429.47,9,0,100.45,47.71888889,429.47
28d7192b,2023-03-30,2023-11-06,First Class,6b5018,Joseph Hernandez,Consumer,West,Technology,Storage,There Specific,126.89,2,0.47,82.61,63.445,67.2517
4e239b32,2024-03-04,2024-07-21,Standard Class,a83a25,Nicole Wilson,Consumer,West,Technology,Binders,Pick Democratic,166.51,1,0.15,66.6,166.51,141.5335
5b453dcd,2023-10-08,2023-08-19,Same Day,9bca40,Lisa Wagner,Home Office,West,Office Supplies,Storage,Certainly Fly,416.92,1,0.13,144.77,416.92,362.7204
680eec2e,2023-11-03,2024-12-17,Second Class,c6847c,Paul Schmidt,Home Office,East,Technology,Tables,Wife Gas,69.46,4,0.42,20.77,17.365,40.2868
77443bef,2024-01-24,2024-11-12,Second Class,1f2862,Rachel Brown,Corporate,Central,Technology,Tables,Environment Special,18.67,1,0.31,123.71,18.67,12.8823
17f8d106,2025-01-01,2025-02-08,Same Day,612f89,Max Roberts,Home Office,Central,Furniture,Chairs,Time Natural,98.76,10,0.02,199.95,9.876,96.7848
a140b987,2025-02-09,2023-10-10,First Class,69e22d,Robert Gordon,Corporate,East,Furniture,Binders,Our Gas,15.9,9,0.14,94.19,1.766666667,13.674
b716a269,2025-02-04,2023-02-17,Same Day,4a5e68,Timothy Andersen,Consumer,East,Technology,Storage,Include Certainly,294.2,10,0.42,80.1,29.42,170.636
6813ef7c,2025-01-21,2024-09-06,First Class,d71e6b,Michelle Davis,Home Office,East,Furniture,Binders,Mission People,9.6,9,0.45,16.9,1.066666667,5.28
cc442bfe,2023-07-24,2024-05-30,Second Class,16018e,Justin Gaines,Home Office,Central,Furniture,Paper,Buy Among,186.85,10,0.17,109.58,18.685,155.0855
028c4fd5,2024-07-27,2023-05-27,First Class,5eed43,Ryan Riley,Home Office,Central,Office Supplies,Tables,Environmental Amount,352.29,5,0.13,23.86,70.458,306.4923
a527013e,2024-11-16,2024-07-06,First Class,04cb46,Dennis Young,Corporate,Central,Furniture,Paper,Task Vote,289.16,4,0.03,122.37,72.29,280.4852
736f9526,2024-06-08,2023-10-22,First Class,aeb9b4,Abigail Conley,Corporate,South,Furniture,Paper,Serve Dog,206.64,1,0.17,122.96,206.64,171.5112
bd7496db,2024-02-17,2024-08-10,Same Day,1bca88,Shawn Gould,Corporate,Central,Office Supplies,Tables,Town During,463.74,3,0.09,7.89,154.58,422.0034
090073b4,2023-10-12,2024-10-09,First Class,10d1cd,James Lee,Consumer,South,Technology,Phones,This Let,367.19,1,0.42,124.48,367.19,212.9702
3ddd2833,2023-07-02,2024-06-27,Second Class,2e2395,Zachary Thomas,Consumer,Central,Technology,Binders,Great Most,328.12,7,0.12,4.86,46.87428571,288.7456
b5ddf7e0,2023-09-06,2025-01-31,Same Day,68b1aa,Samantha Williams,Home Office,West,Technology,Chairs,Want Site,204.51,5,0.45,139.94,40.902,112.4805
010ca24d,2024-05-02,2023-12-29,Second Class,a15710,Taylor Lamb,Corporate,West,Furniture,Phones,From Imagine,243.77,2,0.25,148.05,121.885,182.8275
add6e176,2024-03-26,2023-07-03,First Class,3db1b4,Angela Villanueva,Home Office,Central,Technology,Tables,Read Side,173.33,3,0.33,160.76,57.77666667,116.1311
da152d59,2024-04-16,2023-09-21,Second Class,4bd1f9,Vincent Carpenter,Consumer,South,Technology,Storage,Team Else,80.62,2,0.12,92.96,40.31,70.9456
52d8ab1c,2025-02-04,2024-10-09,Same Day,63aba4,Jeffrey Coleman,Corporate,West,Furniture,Binders,Which Plant,281.77,6,0.17,44.06,46.96166667,233.8691
d4f61839,2023-05-09,2023-06-17,Second Class,357e6a,Jose Lester,Home Office,East,Office Supplies,Storage,Material Help,5.84,2,0.26,103.26,2.92,4.3216
443600ab,2024-09-23,2024-07-03,First Class,8ba21c,Anthony Wilson,Home Office,East,Technology,Chairs,Anything Glass,339.41,8,0.31,188.21,42.42625,234.1929
54527e92,2023-03-09,2023-02-28,Same Day,85c5e5,Justin Medina,Corporate,West,Furniture,Tables,Simple Right,141.62,7,0.32,63.62,20.23142857,96.3016
92feabab,2023-05-28,2023-10-04,Same Day,ca9d8e,Connor Anderson,Home Office,West,Office Supplies,Tables,Second Herself,357.93,5,0.39,23.78,71.586,218.3373
2cf682d3,2024-10-25,2023-11-20,First Class,c1f832,Willie Swanson,Corporate,West,Office Supplies,Tables,Behind Community,176.45,6,0.08,142.2,29.40833333,162.334
3bb77b74,2024-03-08,2024-03-08,First Class,38e774,Carla Singleton,Corporate,Central,Office Supplies,Paper,Hotel Require,62.33,5,0.36,50.7,12.466,39.8912
3dfecf3f,2024-04-17,2024-11-26,First Class,7c5f3b,Danielle Kemp,Home Office,East,Office Supplies,Storage,Herself Check,29.59,8,0.1,142.77,3.69875,26.631
d76de31c,2024-12-19,2024-02-21,Standard Class,7c7c39,Michael Hill,Corporate,South,Office Supplies,Phones,Six Staff,481.08,5,0.14,195.12,96.216,413.7288
2cff32d8,2023-10-28,2024-02-10,Same Day,8016dd,William Jones,Home Office,West,Furniture,Tables,Feel Nearly,305.49,7,0.33,164.17,43.64142857,204.6783
5d9f1775,2024-10-12,2023-05-14,Second Class,bcc008,Thomas Lopez,Corporate,South,Office Supplies,Chairs,Last Nearly,250.27,2,0.46,100.94,125.135,135.1458
7b8095cd,2023-09-14,2023-12-10,Same Day,ef5474,Kenneth Dunn,Home Office,Central,Furniture,Phones,Worker Say,66.33,9,0.45,108.02,7.37,36.4815
c3b1b923,2023-10-20,2024-03-14,Second Class,470b69,Mary Lewis,Consumer,Central,Furniture,Paper,Door Long,479.22,9,0,31.62,53.24666667,479.22
ffc6f694,2024-11-02,2024-11-13,Standard Class,b84c4c,Maria Hernandez,Home Office,South,Office Supplies,Tables,Few Big,109.02,10,0.23,153.79,10.902,83.9454
2f05e8a8,2024-09-20,2024-08-15,First Class,736fe7,Tristan Hernandez,Corporate,Central,Furniture,Chairs,Mr Image,253.08,2,0.37,25.61,126.54,159.4404
94ab4bca,2024-06-27,2023-03-07,Second Class,7a52c5,Tristan Harper,Home Office,Central,Furniture,Paper,Determine Sister,248.31,6,0.49,2.45,41.385,126.6381
8892c575,2023-08-14,2023-10-22,Same Day,c35bb1,Todd Hall,Consumer,South,Technology,Phones,Crime Interesting,303.38,1,0.21,136.37,303.38,239.6702
ae53556e,2024-01-06,2023-06-11,Standard Class,88bc91,Alexis Jenkins,Consumer,Central,Office Supplies,Binders,Control This,28.11,5,0.2,130.63,5.622,22.488
bfb7fab5,2023-11-30,2024-02-09,First Class,b9c524,James Beltran,Consumer,West,Furniture,Chairs,Sell Response,440.32,4,0.43,32.7,110.08,250.9824
67ac2e5e,2025-02-01,2023-12-17,Same Day,ad9a5a,Angela Brooks,Corporate,East,Office Supplies,Paper,Of Enjoy,223.5,5,0.39,167.66,44.7,136.335
99801fb3,2024-10-15,2023-12-14,Same Day,c89b07,Brittany Luna,Corporate,West,Technology,Tables,Born Cell,442.49,10,0.42,6.71,44.249,256.6442
629bec6d,2024-02-20,2024-02-10,Second Class,4253f4,Sara Fuller,Consumer,East,Furniture,Chairs,Into Take,5.23,8,0.48,198.12,0.65375,2.7196
b091a64f,2024-10-09,2024-09-28,First Class,655316,Jorge Berry,Corporate,Central,Technology,Phones,Amount Sound,218.58,8,0.3,9.73,27.3225,153.006
62a81c44,2024-08-07,2023-05-28,Second Class,44b465,Gloria Lee,Home Office,South,Technology,Paper,Manager Beat,57.13,7,0.37,22.41,8.161428571,35.9919
a8e5861a,2025-01-09,2024-04-08,First Class,7f59fa,Bradley Craig,Corporate,South,Office Supplies,Paper,Different Budget,91.07,3,0.09,27.08,30.35666667,82.8737
e8531597,2024-12-17,2024-09-08,Same Day,050113,Karen Chen,Consumer,West,Furniture,Storage,Wrong About,339.8,6,0.24,149.12,56.63333333,258.248
5b5616d3,2024-02-24,2024-05-15,Second Class,20aa7a,Lisa Shea,Home Office,South,Furniture,Binders,Relate Across,209.93,1,0.26,63,209.93,155.3482
